age,age_range,gender,income,became_member_on,days_as_member,total_completed,total_viewed,total_received,percent_completed,total_spent,avg_spent,num_transactions,completed_bogo,num_bogos,bogo_percent_completed,completed_discount,num_discounts,discount_percent_completed,cluster
67,60-69,M,50000.0,2017-08-28,338,1,5,5,0.2,33.07,11.023333333333332,3,1,2,0.5,2,5,0.4,2
52,50-59,M,42000.0,2018-07-04,28,0,2,5,0.0,5.4,1.8,3,0,0,0.5,2,5,0.4,2
38,30-39,M,64000.0,2017-10-19,286,3,2,3,1.0,150.94,16.77111111111111,9,2,8,0.25,0,0,0.0,0
60,60-69,F,77000.0,2018-03-16,138,5,5,6,0.8333333333333334,106.91,21.382,5,2,5,0.4,3,11,0.2727272727272727,0
62,60-69,F,77000.0,2017-12-22,222,2,3,5,0.4,33.46,16.73,2,3,7,0.4285714285714285,1,2,0.5,0
55,50-59,F,51000.0,2018-07-08,24,1,4,4,0.25,25.9,12.95,2,1,3,0.3333333333333333,2,4,0.5,2
22,20-29,M,63000.0,2018-04-28,95,0,5,5,0.0,19.8,3.2999999999999994,6,3,6,0.5,1,2,0.5,2
34,30-39,M,41000.0,2017-12-06,238,3,2,4,0.75,118.41,10.764545454545454,11,1,3,0.3333333333333333,3,6,0.5,0
46,40-49,M,60000.0,2014-12-14,1326,3,4,5,0.6,105.57999999999998,4.06076923076923,26,3,9,0.3333333333333333,1,3,0.3333333333333333,1
85,80+,M,67000.0,2018-07-26,6,1,2,3,0.3333333333333333,22.18,4.436,5,0,0,0.3333333333333333,3,6,0.5,1
51,50-59,F,85000.0,2017-03-16,503,3,3,5,0.6,180.0,22.5,8,1,2,0.5,2,5,0.4,0
53,50-59,F,85000.0,2016-04-27,826,4,4,5,0.8,177.09,22.13625,8,2,6,0.3333333333333333,2,5,0.4,0
51,50-59,M,92000.0,2016-08-10,721,5,5,5,1.0,330.9200000000001,22.061333333333337,15,1,6,0.1666666666666666,2,9,0.2222222222222222,0
48,40-49,M,44000.0,2015-06-01,1157,2,4,5,0.4,58.18,3.232222222222222,18,2,4,0.5,3,7,0.4285714285714285,1
52,50-59,M,72000.0,2018-06-05,57,3,6,6,0.5,66.05,22.016666666666666,3,1,3,0.3333333333333333,2,8,0.25,0
62,60-69,M,53000.0,2016-03-05,879,3,3,4,0.75,125.56,12.556,10,1,6,0.1666666666666666,1,2,0.5,0
42,40-49,M,62000.0,2018-03-25,129,0,1,5,0.0,12.12,3.03,4,0,0,0.1666666666666666,3,5,0.6,2
55,50-59,M,65000.0,2017-10-25,280,0,3,3,0.0,16.689999999999998,2.384285714285714,7,2,4,0.5,0,0,0.0,3
27,20-29,F,50000.0,2015-09-15,1051,2,4,4,0.5,89.78000000000002,11.222500000000002,8,2,8,0.25,0,0,0.0,0
68,60-69,M,107000.0,2018-05-30,63,2,2,5,0.4,253.72000000000003,31.715000000000003,8,0,0,0.25,3,8,0.375,1
74,70-79,F,83000.0,2017-12-20,224,1,1,2,0.5,25.69,25.69,1,2,4,0.5,0,0,0.0,3
77,70-79,M,66000.0,2014-10-11,1390,5,3,6,0.8333333333333334,87.13,3.351153846153846,26,0,0,0.5,4,14,0.2857142857142857,0
35,30-39,M,72000.0,2018-01-18,195,5,3,5,1.0,261.55999999999995,18.68285714285713,14,2,9,0.2222222222222222,2,4,0.5,0
50,50-59,F,69000.0,2017-11-08,266,3,5,5,0.6,184.96,18.496,10,1,3,0.3333333333333333,2,6,0.3333333333333333,0
45,40-49,M,94000.0,2015-10-27,1009,3,4,5,0.6,162.90999999999997,27.15166666666666,6,1,3,0.3333333333333333,1,5,0.2,1
82,80+,M,87000.0,2016-12-31,578,0,2,2,0.0,155.64,19.455,8,0,0,0.3333333333333333,0,0,0.0,3
40,40-49,M,57000.0,2013-12-22,1683,1,4,4,0.25,79.94999999999999,19.9875,4,0,0,0.3333333333333333,1,3,0.3333333333333333,1
66,60-69,M,34000.0,2018-06-17,45,0,2,3,0.0,10.6,2.65,4,2,3,0.6666666666666666,0,0,0.0,3
52,50-59,M,63000.0,2018-04-11,112,0,2,3,0.0,6.18,3.09,2,0,0,0.6666666666666666,2,3,0.6666666666666666,2
57,50-59,F,89000.0,2016-03-29,855,4,3,5,0.8,226.68,25.186666666666667,9,1,2,0.5,3,10,0.3,0
68,60-69,M,69000.0,2016-06-29,763,3,3,4,0.75,143.03000000000003,15.892222222222223,9,0,0,0.5,1,8,0.125,1
21,20-29,M,52000.0,2018-03-03,151,2,3,4,0.5,13.98,2.7960000000000003,5,2,6,0.3333333333333333,2,3,0.6666666666666666,1
61,60-69,M,44000.0,2017-08-15,351,2,3,6,0.3333333333333333,17.7,2.2125,8,1,1,1.0,3,10,0.3,2
58,50-59,F,54000.0,2018-03-17,137,0,2,5,0.0,21.5,3.583333333333333,6,1,2,0.5,3,5,0.6,2
67,60-69,F,54000.0,2018-06-14,48,0,3,4,0.0,17.38,2.4828571428571427,7,2,3,0.6666666666666666,1,2,0.5,2
24,20-29,M,61000.0,2017-02-12,535,2,2,5,0.4,155.42,15.541999999999998,10,2,6,0.3333333333333333,2,2,1.0,2
26,20-29,M,35000.0,2017-11-17,257,0,3,5,0.0,10.099999999999998,2.5249999999999995,4,1,4,0.25,3,4,0.75,2
71,70-79,F,105000.0,2017-12-07,237,4,3,4,1.0,212.27,23.585555555555555,9,1,3,0.3333333333333333,3,8,0.375,0
69,60-69,F,64000.0,2017-12-12,232,4,4,5,0.8,146.49,16.276666666666667,9,2,8,0.25,1,3,0.3333333333333333,0
81,80+,M,93000.0,2018-05-03,90,0,6,6,0.0,0.0,,0,1,2,0.5,2,6,0.3333333333333333,2
62,60-69,M,73000.0,2016-04-05,848,3,5,5,0.6,232.19,21.10818181818182,11,2,9,0.2222222222222222,0,0,0.0,3
38,30-39,M,74000.0,2017-07-09,388,1,1,1,1.0,796.77,99.59625,8,0,0,0.2222222222222222,1,3,0.3333333333333333,0
61,60-69,M,82000.0,2017-09-26,309,1,1,3,0.3333333333333333,62.650000000000006,20.883333333333336,3,1,2,0.5,1,2,0.5,1
52,50-59,F,92000.0,2017-08-09,357,3,4,4,0.75,23.59,23.59,1,3,8,0.375,1,3,0.3333333333333333,0
50,50-59,M,70000.0,2017-12-25,219,3,4,4,0.75,218.67,21.867,10,1,6,0.1666666666666666,1,3,0.3333333333333333,0
54,50-59,M,118000.0,2017-02-16,531,3,5,5,0.6,185.61,26.515714285714285,7,3,11,0.2727272727272727,0,0,0.0,0
75,70-79,F,109000.0,2018-05-02,91,2,2,2,1.0,37.04,18.52,2,2,6,0.3333333333333333,0,0,0.0,0
82,80+,M,73000.0,2018-03-19,135,1,3,6,0.1666666666666666,36.3,4.5375000000000005,8,2,4,0.5,2,5,0.4,2
64,60-69,M,38000.0,2018-07-20,12,0,3,6,0.0,10.54,2.108,5,1,1,1.0,3,5,0.6,2
54,50-59,F,99000.0,2015-10-06,1030,3,5,6,0.5,163.17999999999998,23.311428571428568,7,2,6,0.3333333333333333,1,3,0.3333333333333333,0
82,80+,M,72000.0,2018-01-08,205,2,2,4,0.5,16.430000000000003,5.476666666666668,3,2,4,0.5,2,4,0.5,1
90,80+,M,45000.0,2018-05-09,84,1,2,4,0.25,10.759999999999998,2.152,5,1,2,0.5,1,4,0.25,2
34,30-39,F,67000.0,2018-04-17,106,0,3,5,0.0,19.06,2.722857142857143,7,2,3,0.6666666666666666,1,2,0.5,2
44,40-49,M,53000.0,2018-07-18,14,1,3,3,0.3333333333333333,69.32,11.553333333333333,6,2,5,0.4,0,0,0.0,3
79,70-79,F,106000.0,2018-07-11,21,0,2,4,0.0,0.0,,0,0,0,0.4,2,5,0.4,2
58,50-59,F,95000.0,2016-12-31,578,3,2,5,0.6,321.03000000000003,29.184545454545457,11,2,6,0.3333333333333333,1,2,0.5,0
47,40-49,F,74000.0,2016-01-05,939,2,2,3,0.6666666666666666,254.69,18.19214285714285,14,2,5,0.4,0,0,0.0,3
60,60-69,F,59000.0,2017-11-17,257,1,3,6,0.1666666666666666,24.6,3.5142857142857147,7,3,6,0.5,1,1,1.0,2
83,80+,M,54000.0,2017-08-07,359,2,3,4,0.5,164.79,12.676153846153843,13,1,3,0.3333333333333333,1,3,0.3333333333333333,1
74,70-79,F,103000.0,2018-05-17,76,0,3,6,0.0,0.0,,0,2,3,0.6666666666666666,2,6,0.3333333333333333,2
89,80+,M,101000.0,2015-09-17,1049,1,3,4,0.25,160.52,32.104,5,0,0,0.6666666666666666,1,3,0.3333333333333333,1
68,60-69,M,62000.0,2016-03-05,879,4,4,4,1.0,142.29999999999998,15.81111111111111,9,1,3,0.3333333333333333,2,9,0.2222222222222222,0
63,60-69,F,110000.0,2017-11-27,247,3,2,5,0.6,102.67,20.534,5,2,4,0.5,3,6,0.5,0
40,40-49,F,51000.0,2018-07-06,26,0,4,4,0.0,72.2,14.44,5,1,2,0.5,2,4,0.5,2
79,70-79,F,99000.0,2017-12-17,227,1,3,4,0.25,161.85,23.12142857142857,7,1,2,0.5,1,4,0.25,2
71,70-79,M,30000.0,2018-03-21,133,0,1,3,0.0,12.49,2.498,5,0,0,0.5,2,2,1.0,2
76,70-79,F,114000.0,2015-09-06,1060,5,4,6,0.8333333333333334,183.18,26.16857142857143,7,2,11,0.1818181818181818,1,4,0.25,0
89,80+,M,96000.0,2016-05-28,795,4,5,5,0.8,140.53,23.421666666666667,6,2,6,0.3333333333333333,2,6,0.3333333333333333,0
63,60-69,M,36000.0,2017-07-29,368,1,4,6,0.1666666666666666,12.159999999999998,2.0266666666666664,6,2,4,0.5,2,6,0.3333333333333333,2
41,40-49,M,83000.0,2017-09-22,313,0,5,5,0.0,0.0,,0,0,0,0.5,3,8,0.375,2
